Title,Desc_of_movies,IMDB_ID,Directors,Actors,Genres,Languages
Scary Movie ,"The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie.",175142,Keenen Ivory Wayans,"Carmen Electra, Dave Sheridan, Frank B. Moore, Giacomo Baessato, Kyle Graham, Leanne Santos, Mark McConchie, Karen Kruper, Anna Faris, Jon Abrahams, Rick Ducommun, Regina Hall, Marlon Wayans, Shannon Elizabeth, Lloyd Berry, Cheri Oteri, Matthew Paxman, Chris Robson, Susan Shears, Peter Bryant, Lochlyn Munro, Shawn Wayans, Andrea Nemeth, Craig Bruhnanski, Dan Joffre, Kelly Coffield Park, Kurt Fuller, David L. Lander, Reg Tupper, Tanja Reichert, Kendall Saunders, Babe Dolan, David Neale, Nels Lennarson, Nicola Crosbie, Ian Bliss, Chris Wilding, Trevor Roberts, Glynis Davies, Jayne Trcka, Peter Hanlon, Ted Cole, Doreen Ramus, Lee R. Mayes, Keenen Ivory Wayans, Mark Hoeppner, Jessica Van der Veen, Jim Shepard, Marissa Jaret Winokur, Dexter Bell, Ted Gill, Andrew Keilty, Kevin Hansen, Johnny Hawkes, Art Hives, Jennifer Anne Lee, Bruce Mahler, Mark Marriott, Antonio McKay, Robin Miller, Zahf Paroo, Ryan Paton, Aubrey Tennant, James Van Der Beek",Comedy,English
Scary Movie 2 ,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans' sequel to Scary Movie takes comedic aim at haunted house movies.",257106,Keenen Ivory Wayans,"Antony Acker, Mark Barrett, Richard Bellos, Suzanne Bianqui, Natale Bosco, Joann Connor, Bradley Fisher, Suzanne O'Donnell, Kristi Pearce, Donna Silverberg, Helene Strayer, Veronica Cartwright, Andy Richter, Lee R. Mayes, Natasha Lyonne, Robert Schimmel, James Woods, Cordelia Reinhard, Anna Faris, Marlon Wayans, Christopher Masterson, Shawn Wayans, James DeBello, Regina Hall, Tori Spelling, Tim Curry, David Cross, Kathleen Robertson, Vitamin C, Matt Friedman, Chris Elliott, Suli McCullough, Richard Moll, Jennifer Curran, Beetlejuice, Clifford Minkoff","Comedy, Horror",English
Scary Movie 3 ,"The third entry in the horror spoof franchise goes beyond its genre, parodying ""The Ring,"" ""Lord of the Rings,"" ""The Matrix,"" ""8 Mile"" and many more.",306047,David Zucker,"Pamela Anderson, Jenny McCarthy, Marny Eng, Charlie Sheen, Simon Rex, Jianna Ballard, Jeremy Piven, Anna Faris, Timothy Stack, Elaine Klimaszewski, Diane Klimaszewski, Camryn Manheim, Drew Mikuska, Regina Hall, Darrell Hammond, Anthony Anderson, Dexter Bell, Kevin Hart, Dame Lee, Doron Bell, Simon Cowell, Fat Joe, Ajay Naidu, Denise Richards, William S. Taylor, Patricia Idlette, David Edwards, Frank C. Turner, Monica Dillon, Lori Stewart, Jim Bremner, Phil Dornfeld, Queen Latifah, Eddie Griffin, Edward Moss, Dee Jay Jackson, Leslie Nielsen, D.L. Hughley, Ja Rule, George Carlin, Troy Yorke, Marco Soriano, Cliff Solomon, Byron Chief-Moon, Dolly Madsen, John Hainsworth, Beverley Breuer, Jessie Young, Deanne Henry, Eric Breker, Master P, Macy Gray, Redman, Method Man, Raekwon, RZA, U-God, Naomi Lawson-Baird, Abigail Adams, Debbie Lee Carrington","Comedy, Horror",English
Scary Movie 4 ,"The fourth installment in the franchise takes aim at another crop of Hollywood hits, including Million Dollar Baby, Saw and Brokeback Mountain.",362120,David Zucker,"Anna Faris, Regina Hall, Craig Bierko, Bill Pullman, Anthony Anderson, Leslie Nielsen, Molly Shannon, Michael Madsen, Chris Elliott, Carmen Electra, Shaquille O'Neal, Phil McGraw, Cloris Leachman, Conchita Campbell, Beau Mirchoff, Kevin Hart, DeRay Davis, Simon Rex, Youngbloodz, Bryan Callen, Alonzo Bodden, Dave Attell, Holly Madison, Bridget Marquardt, Kendra Wilkinson, Drew Mikuska, Chingy, Fabolous, Lil Jon, Henry Mah, Garrett Masuda, John Reardon, Campbell Lane, Catherine Barroll, Anna Ferguson, Sean Allan, Ralph Alderman, Brad Sihvon, Dave Leach, Andrew McNee, Tomoko Sato, Edward Moss, Dru Williams, Debra Wilson, Laura Dash, David Mylrea, Craig Mazin, David Zucker, Michael McDonald, Champagne Powell, Steve Archer, Tim Henry, Alex Bruhanski, Doug Abrahams, Blaine Anderson, Dale Wolfe, Ann Warn Pegg, Jessica McLeod, David MacKay, Tony Ali, Jana Mitsoula, Sharon Simms, Mark Burgess, Wes Taylor, Gwenda Lorenzetti, Brenda McDonald, Tim O'Halloran, Darren Rizzolo, Adam Cannel, Sadie Decoste, Michelle Grigor, Leandro Iddrisu, Justin Callan, Yan-Kay Crystal Lowe, Christie Laing, Angelique Naude, Dexter Bell, Beverley Breuer, Scott Barratt, Barry W. Levy, Darryl Scheelar, Rorelee Tio, Steve Kiziak, Link Baker, Kimberley Buchanan, Kathryn Dobbs, Tony Morelli, Tina Hosford, Elisa King, Andrea Morrow, Monica Dillon, Sarah Edmondson, Kwesi Ameyaw, Ted Friend, Daniel Bruce, Chic Gibson, Robbie Segulam, Nimet Kanji, Gabriela Cerecero, Michael Ikeda, Mina E. Mina, Ahmad Sharmrou, Steadwick D'Penha, Gregory Bennett, Uget Ebony, George Grove, Amber Borycki, James Earl Jones, Patrice O'Neal, Yaroslav Poverlo, Charlie Sheen, Kimani Ray Smith, Mashiah Vaughn-Hulbert, Chris Williams","Comedy, Horror","English, Japanese"
Scary Movie 5 ,"Taking aim at not only the horror genre but also films like ""Black Swan"" and ""Inception,"" ""Scary Movie 5"" widens the franchise's scope of mockery.",795461,"Malcolm D. Lee, David Zucker","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker, Dylan Morris, Ryan Morris, Lidia Porto, Darrell Hammond, Snoop Dogg, Mac Miller, Erica Ash, J.P. Manoux, Molly Shannon, Josh Robert Thompson, Marisa Saks, Marianne Hammock, Terry Crews, Tyler Posey, Sarah Hyland, Shad Moss, Katrina Bowden, Christopher 'Critter' Antonucci, Scot Nery, Ben Cornish, Katt Williams, Heather Locklear, Lewis Thompson, Charlie Sheen, Lindsay Lohan, Jerry O'Connell, Jamie Elizabeth Kelton, Macsen Lintz, John Atwood, Lane Carlock, Sheree Whitfield, Angela Raiola, Lil Duval, Angie Stone, Jasmine Guy, Ashley LeConte Campbell, Kate Walsh, Usher, Clifton Guterman, Mike Tyson, Anna Skidanova, Clayton Landey, Scott Rousseau, Maui Tisdale, Vernon Beckstrom, Aaron Beelner, Faith Blankenship, Jwaundace Candece, Catherine A. Cospelich, Kendrick Cross, Hank Curtis, Moses Das, Elizabeth Davidovich, Mariama Diallo, Chris Durfy, Michelle Flanagan-Helmeczy, Rosetta Gadson, Jeff Glover, Madelyn Glover, Jon Gould, Katy Harper, Donna Harrison, Rory Healy, Leigh Hennessy, Michael Howell, Abigail Jackson, Amanda Jelks, Cecilia Johnson, Andrew R. Kaplan, Kendall Keith, Angela Kerecz, King, Nikki Lashae, Gabe Lustman, Perris McCracken, Suelyn Medeiros, Juan Carlos Mejia, Ken Melde, Lucie Rivera O'Ferrall, Ozzy Ojito, Audrina Patridge, Zoe Pessin, Dena Rivera, Joel Rogers, Anthony Rosso, Sandy Simmons, Dianne Starkey, Shannon Stough, Dathan Thigpen, Amanda Topper, Josh Turner, Michael J. Walker, Kathy Walton, Memi West, Emily Chandler Westergreen, Kendra Wilkinson, Jordan Allena Williams, David Zucker","Comedy, Horror","English, Spanish, Latin"
Scent of a Woman ," Hoping to earn some cash during the Thanksgiving holiday, a poor prep-school student agrees to look after a blind and cantankerous retired colonel.",105323,Martin Brest,"Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman, Richard Venture, Bradley Whitford, Rochelle Oliver, Margaret Eginton, Tom Riis Farrell, Nicholas Sadler, Todd Louiso, Matt Smith, Gene Canfield, Frances Conroy, June Squibb, Ron Eldard, Sally Murphy, Michael Santoro, Alyson Feldman, Erika Feldman, Julian Stein, Max Stein, Anh Duong, Leonard Gaines, David Lansbury, Joseph Palmas, Baxter Harris, Francie Swift, Michael Simon, William Beckwith, Mansoor Najee-ullah, J.T. Cromwell, Peter Carew, Paul Stocker, Mike Lisenco, Divina Cook, Cynthia Elane, Russell Gibson, Dan Gifford, Carlo Giuliano, Mark Robert Gordon, George Grafas, Luke L. Hansen, Kenneth Kopolovicz, Jack Mulcahy, Eric Reid Schroeder, Lucy Smith, Paul Zimmerman",Drama,English
Schindler's List ," Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.",108052,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser, Adi Nitzan, Michael Schneider, Miri Fabian, Anna Mucha, Albert Misak, Michael Gordon, Aldona Grochal, Jacek Wójcicki, Beata Paluch, Piotr Polk, Ezra Dagan, Beata Deskur, Rami Heuberger, Leopold Kozlowski, Jerzy Nowak, Uri Avrahami, Adam Siemion, Magdalena Dandourian, Pawel Delag, Shabtai Konorti, Oliwia Dabrowska, Henryk Bista, Tadeusz Bradecki, Wojciech Klata, Elina Löwensohn, Ewa Kolasinska, Bettina Kupfer, Grzegorz Kwas, Vili Matula, Stanislaw Koczanowicz, Hans-Jörg Assmann, Geno Lechner, August Schmölzer, Ludger Pistor, Beata Rybotycka, Branko Lustig, Artus Maria Matthiessen, Hans-Michael Rehberg, Eugeniusz Priwieziencew, Michael Z. Hoffmann, Erwin Leder, Jochen Nickel, Andrzej Welminski, Daniel Del-Ponte, Marian Glinka, Grzegorz Damiecki, Stanislaw Brejdygant, Olaf Lubaszenko, Haymon Maria Buttinger, Peter Appiano, Jacek Pulanecki, Tomasz Dedek, Slawomir Holland, Martin Semmelrogge, Tadeusz Huk, Alexander Held, Piotr Cyrwus, Joachim Paul Assböck, Osman Ragheb, Maciej Orlos, Marek Wrona, Zbigniew Kozlowski, Marcin Grzymowicz, Dieter Witting, Magdalena Komornicka, Agnieszka Krukówna, Anemona Knut, Jeremy Flynn, Agnieszka Wagner, Jan Jurewicz, Wieslaw Komasa, Maciej Kozlowski, Martin Bergmann, Wilhelm Manske, Peter Flechtner, Sigurd Bemme, Etl Szyc, Lucyna Zabawa, Ruth Farhi, Jerzy Sagan, Dariusz Szymaniak, Dirk Bender, Maciej Winkler, Radoslaw Krzyzowski, Jacek Lenczowski, Hanna Kossowska, Maja Ostaszewska, Sebastian Skalski, Ryszard Radwanski, Piotr Kadlcik, Lech Niebielski, Thomas Morris, Sebastian Konrad, Lidia Wyrobiec-Bank, Ravit Ferera, Agnieszka Korzeniowska, Dominika Bednarczyk, Alicja Kubaszewska, Danny Marcu, Hans Rosner, Edward Linde-Lubaszenko, Alexander Strobele, Georges Kern, Alexander Buczolich, Michael Schiller, Götz Otto, Wolfgang Seidenberg, Hubert Kramar, Razia Israeli, Dorit Seadia, Esti Yerushalmi, Marta Bizon, Blythe Daniel, Janek Dresner, Ryszard Horowitz, Maciej Kowalewski, Kamil Krawiec, Zuzanna Lipiec, Maria Peszek, Leopold Pfefferberg, Leopold Rosner, Emilie Schindler, Katarzyna Smiechowicz, Ben Talar, Katarzyna Tlalka","Biography, Drama, History","English, Hebrew, German, Polish, Latin"
School Life ,"In one of the poorest areas of Paris, a school counselor devotes herself to working with disadvantaged students, while facing challenges of her own.",8783532,"Mehdi Idir, Grand Corps Malade","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Moussa Mansaly, Alban Ivanov, Antoine Reinartz, Ibrahim 'Facher' Dramé, Moryfère Camara, Gaspard Gevin-Hié, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko, Blandine Lenoir, Dylan Sanches Tavares, Nadia Roz, Nicolas Gerout, Badr Iffach, Nicolas Chupin, Shirley Attia, Senzau Le Bailly Maric, Kamélia Beloufa, Fatoumata Gary, Sheina Boudjema, Leila Seghir, Toussaint Polidori, Natalie Beder, Mohamed Ikharazen, Adèle Galloy, Rachid Taxi, Bakary Diombera, Lamine Camara, Charlotte Talpaert, Fatma Halim, Elyes Ben Rejeb, Zakaria-Tayeb Lazab, Ibrahim Darboe, Enzo Lemartinet, Karidia Sanogo, Demba Traoré, Diangou Traoré, Fodé Traoré, Tewfiq Seghir, Fatima El Rhaffouli, Souad Flissi, Oussoumane Dramé, Théziry Bouaziz, Léa Cadoret, Moukthar Baradji, Saad Boutouhat, Maeva Da Costa, Mahamadou Cissé, Olivia Nze Ekekang, Elyas Khetabi, Paveetharan Ilangeswaran, Manassé Kashala, Vincent Doan, Aurélie Tessier, Hamid Bouffara, Karim Bezzouh, Marie-Laure Cressent, Harouna Diakhité, Adam Sliman Djebali, Salim El Bahja, Loua Elashlimi, Taina Esteves Chaves, Simon Fegyveres, Coumba Konté, Enzo Liberatoscioli, Yasmine Mazzouz, Arthur Mouelle, Maïmouna Omari, Mohamed Ouzini, Beaker Rode, Kyllian Sika, Chirine Bassaoui, Emalinda Coulibaly, Bassekou Diaby, Dylan Lubaki, Sabri Meftah, Younes Yejjou, Abigail Boucher, Alana Gospodnetich, Justice, Georgina Elizabeth Okon, Aylam Orian, Michael C. Pizzuto, Jacob Vigil","Comedy, Drama","French, Arabic"
"The School of Mischief  (
School of the Rioters) ",A high school teacher volunteers to transform five notorious misfits into model students -- and has unintended results.,1773561,Houssam El-Din Mustafa,"Mervat Amin, Nour El-Sherif, Mohamed Awad, George Sidhum, Sayed Zayan, Youssef Fakhr Eddine, Abdel Moneim Madbouly, Mohamed Reda, Tawfik El Deken, Samir Ghanem, Zakaria Mouafi","Comedy, Drama, Musical, Romance",NAN
School of Rock ," Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",332379,Richard Linklater,"Jack Black, Adam Pascal, Lucas Papaelias, Chris Stack, Sarah Silverman, Mike White, Lucas Babin, Joan Cusack, Jordan-Claire Green, Veronica Afflerbach, Miranda Cosgrove, Joey Gaydos Jr., Robert Tsai, Angelo Massagli, Kevin Alexander Clark, Maryam Hassan, Caitlin Hale, Cole Hawkins, Brian Falduto, James Hosey, Aleisha Allen, Zachary Infante, Rivkah Reyes, Jaclyn Neidenthal, Suzzanne Douglas, Eron Otcasek, Carlos Velazquez, Kimberly Grigsby, Lee Wilkof, Kate McGregor-Stewart, Wally Dunn, Tim Hopper, Michael Dominguez-Rudolph, Crash Cortez, Nicky Katt, John Highsmith, Heather Goldenhersh, Timothy 'Speed' Levitch, Scott Graham, Sharon Washington, Kim Brockington, Marty Murphy, Kathleen McNenny, Joanna Adler, Robert Lin, Barry Shurchin, MacIntyre Dixon, Amy Sedaris, Mary Fortune, Mandy Siegfried, Elle Key, Carlos J. Da Silva, Ian O'Malley, Chris Line, Kyle Meaney, Lauren Adler, Myriam Blanckaert, Kelly Anne Burns, Leanne Cabrera, Catherine A. Callahan, Brooke Campbell, Cedric Cannon, Mike Clemente, Anivile Daniel, Jane DeNoble, Paul Evans, Erin Glass, Riley G. Matthews Jr., Jada Montemarano, The Mooney Suzuki, Mateo Moreno, Lian Moy, Karen Nazarov, Ryan O'Connor, Scott Ross, Caileigh Scott, Johnny Sullivan, Jamie Vergan, Joe Wachowski, Frank Whaley, Angus Young","Comedy, Music",English
Schubert In Love ,"The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring.",5186874,Lars Büchel,"Olaf Schubert, Mario Adorf, Marie Leuenberger, Jochen Barkas, Bert Stephan, Imke Büchel, Jane Chirwa, Natalie Hanslik, Katrin Hansmeier, Martina Hill, Ramona Kunze-Libnow, Hildegard Schroedter, Michael Specht, Susann Uplegger, Frieder Venus, Klaus Weichelt, Sabine Werner, Luise Wolfram",Comedy,German
Scissor Seven ," Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",11503082,NAN,"Ronny Chieng, Jas Patrick, Jake Green, Aleks Le, Greg Chun, Karen Huie, Steve Blum, Jill Bartlett, Jennie Kwan, Victoria Grace, Brenda Marie Phillips, Skip Stellrecht, Rene Mujica, Lawrence Saint-Victor, Jor-el Vaasborg, Dashiell McGaha-Schletter, Crispin Freeman, Michael Shen, Yixuan Duan, Xiaofeng He, Guangtao Jiang","Animation, Action",Mandarin
Scooby-Doo ," In this live-action feature, Scooby and the gang journey to Spooky Island, where a magical force is awakened that could spell doom for the human race.",267913,Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Rowan Atkinson, Isla Fisher, Miguel A. Núñez Jr., Steven Grives, Charles Stan Frazier, Craig Bullock, Matthew Murphy Karges, Mark McGrath, Rodney Sheppard, Sam Greco, Charlie Cousins, Kristian Schmid, Nicholas Hope, Neil Fanning, Scott Innes, J.P. Manoux, Chris Cruickshanks, Alex Ruiz, Sheryl Benko, Rio Nugara, David Vallon, Troy MacKinder, Michala Banas, Holly Brisley, Robert Díaz, Remi Broadway, Martin Broome, Simone Dumbleton, Jonathan Coffey, Michael Caffery, Kyas Sherriff, Celeste Gosnell, Bradley Gosnell, Cayley Gosnell, Audrey Gosnell, Kurt Duval, Janis McGavin, Emily Gosnell, Marea Lambert Barker, Kym Jackson, Danielle Starkey, Andrew Bryniarski, Craig Behenna, Keith S. Bullock, Jess Harnell, Frank Welker, Stephen Colyer, Ashley Evans, Mark Hodge, Stephen Holford, Matt Lee, Michael Montgomery, Deon Nuku, Robert Ricks, Rodney Syaranamual, Ashley Wallen, Andrew Waters, Adam Williams, Pamela Anderson, David Knijnenburg, Sandra McCoy, Jill Meyers, Anthony Miller, Marc Purnell, Adele K. Thomas, Joshua Ward, Matthew Wollaston","Adventure, Comedy, Family, Fantasy, Mystery",English
Scooby-Doo 2: Monsters Unleashed ,"Fred, Daphne, Velma, Shaggy and Scooby must stop a menacing scoundrel who plans to turn their town of Coolsville into the complete opposite.",331632,Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Seth Green, Peter Boyle, Tim Blake Nelson, Alicia Silverstone, Neil Fanning, Pat O'Brien, Bill Meilen, Zahf Paroo, Chris Gauthier, Peter New, Morgan Brayton, Lisa Ann Beley, Tara Fynn, Joe MacLeod, Brandon Jay McLaren, Aaron Ydenberg, Lou Bollo, John Ulmer, Bradley Gosnell, Calum Worthy, Brenna O'Brien, Mark Burgess, Kwesi Ameyaw, Ted Kozma, Darrell Lee-Izeard, Stephen E. Miller, Karin Konoval, Paul Jamieson, Andrew McIlroy, Colin Foo, Andrew Jackson, Nazanin Afshin-Jam, Cascy Beddow, Emily Tennant, Ryan Vrba, Lauren Kennedy, Jeff Tanner, A.C. Peterson, Dan Joffre, Richard Dietl, Bill Mondy, Kimani Ray Smith, Catherine Lough Haggquist, Ingrid Torrance, Tiffani Timms, Tazmanian Devil, Scott McNeil, Kevin Durand, C. Ernst Harth, Christopher R. Sumpton, Ruben Studdard, Breanna English, Chantal Hunt, Harj Rai, Angie Bell, Andrea Loftus, Ferdinand Tocol, Mary Lou Brien, Leigh Hilary, Alex Pesusich, Alex Lee, Richard O'Sullivan, Joanne Pesusich, Hayley Oakes, Michael Brown, Cherise Roberts, Nadia Shepherd, Dion Howell, Temi Tayo Aisida, John Paul Horsley, Everick Golding, Aaron Clyke, Karen Holness, Doron Bell, Dee Bradley Baker, Bob Papenbrook, Michael Sorich, Terrence Stone, J.P. Manoux, Wally Wingert, Paul Becker, Sandra-Jessica Couturier, Victor Formosa","Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",English
Scott Pilgrim vs. the World ," Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",446029,Edgar Wright,"Michael Cera, Kieran Culkin, Anna Kendrick, Alison Pill, Aubrey Plaza, Mary Elizabeth Winstead, Jason Schwartzman, Johnny Simmons, Mark Webber, Ellen Wong, Satya Bhabha, Will Bowes, Celine Lepage, Keita Saitou, Mark Leroy, Kjartan Hewitt, Ben Lewis, Nelson Franklin, Kristina Pesic, Matt Watts, Ingrid Haas, Maurie W. Kaufmann, Marley Otto, Christine Watson, Chris Evans, Chantelle Chung, Don McKellar, Jung-Yul Kim, Erik Knudsen, Brie Larson, Abigail Chu, Mae Whitman, Tennessee Thomas, Brandon Routh, Emily Kassie, Shôta Saitô, Michael Lazarovitch, John Patrick Amedori, Joe Dinicol, Craig Stickland, Bill Hader, Alice Alexander, Ryan Allen, Alejandro Chavez, Clifton Collins Jr., Walter Gasparovic, Thomas Jane, Reuben Langdon, Hope Larson, Chuck Little, Jéssica Lobo, Jessica Martins, Tara Mason, Jeff Moffitt, Alexander Narizni, Bryan Lee O'Malley, Jim Reischl, Sydney Van Delft, Joe Vercillo, Joshua William James","Action, Comedy, Fantasy, Romance",English
